id_produto|id_avaliacoes|id_comentario|rating_do_comentario|quantidade_avaliacoes_do_produto|comentario_about_produto|data_coleta
80054742|80054742|68f65fe47dbe72861386b104|3|2308|Por ser um celular lançamento recentemente não tem NFC|2025-10-22 21:16:16
80054742|80054742|68f621087dbe728613480069|4|2308|muito bom|2025-10-22 21:16:16
80054742|80054742|68f5a5687069c07729d65f13|3|2308|necessidade|2025-10-22 21:16:16
80054742|80054742|68f565a37069c077299cf0bf|4|2308|Achei o celular bom por ser um celular de entrada.. Atendeu bem as minhas expectativas de acordo com o que eu precisava.. O processador trava um poyco caso você queira usar pra jogos (nao é meu caso) Comprei mesmo para trabalho.. ele nao é o meu principal.. Então pra mim esta bom|2025-10-22 21:16:16
80054742|80054742|68f561e67069c07729992488|5|2308|Um aparelho muito bom .|2025-10-22 21:16:16
80054742|80054742|68f551f07069c0772989fd72|5|2308|Retida no outro dia na loja . Muito bom recomendo a compra .|2025-10-22 21:16:16
80054742|80054742|68f546ef7069c077297e9fa7|5|2308|Muito satisfeito pela compra obrigado|2025-10-22 21:16:16
80054742|80054742|68f5382d7069c077296d0d89|5|2308|Smartphone tradicional da Samsung. Simples, confiável e rápido. Recomendo.|2025-10-22 21:16:16
80054742|80054742|68f3dd797dbe728613052325|5|2308|Gostei muito do celular não deu nem um problema|2025-10-22 21:16:16
80054742|80054742|68f3a6837069c07729ae0e3e|5|2308|Ótimo preço e produto.|2025-10-22 21:16:16
80054742|80054742|68f3a4b17069c07729ab827c|5|2308|Muito bom|2025-10-22 21:16:16
80054742|80054742|68f392587069c07729915e08|5|2308|Gostei muito lindo|2025-10-22 21:16:16
80054742|80054742|68f2eba07dbe728613ccdf74|5|2308|Ótimo custo benefício! Um aparelho simples, mas que atende perfeitamente às necessidades diárias. Comprei para presentear o meu pai e ele ficou encantado!!! :)|2025-10-22 21:16:16
80054742|80054742|68f2cd537dbe728613a3a2da|5|2308|Amei a minha compra! Design lindo e fácil de manusear .|2025-10-22 21:16:16
80054742|80054742|68f2ad1d7069c077296b63c9|5|2308|Sastifaz bastante esse smartphone Samsung melhor marca e o mais vendido no mundo|2025-10-22 21:16:16
80054742|80054742|68f293917069c077294a7890|3|2308|Bateria de qualidade inferior ao anterior A05. Tela com imagem amarelada não tem um branco de qualidade, atrapalha muito para quem trabalha com edição de imagem.|2025-10-22 21:16:16
80054742|80054742|68f27c757069c0772929f1ac|5|2308|Comprei pra dar de presente pro meu neto,gostei bem bonito e bom custo benefício|2025-10-22 21:16:16
80054742|80054742|68f274fe7069c077291f1245|1|2308|Boa tarde eu adorei ótimo|2025-10-22 21:16:16
80054742|80054742|68f1637a5d2c9aca83ac261f|5|2308|Meu marido gostou muito do celular|2025-10-22 21:16:16
80054742|80054742|68f0f379598da4b0906b0fa4|5|2308|Amei, e o APP é nota 10. O atendimento na loja nota 10♥️♥️♥️♥️|2025-10-22 21:16:16
80054742|80054742|68f07f52598da4b09028841c|5|2308|OTIMO celular para uso dia a dia, rapido, imagem excelente, e o preço melhor ainda .|2025-10-22 21:16:16
80054742|80054742|68f0423f157b738d4ed7f5cc|5|2308|Eu estou gostando muito|2025-10-22 21:16:16
80054742|80054742|68f0112c157b738d4ebb9c4d|5|2308|Exelente celular|2025-10-22 21:16:16
80054742|80054742|68f006c4598da4b090e520e2|5|2308|Top o aparelho|2025-10-22 21:16:16
80054742|80054742|68effdc5598da4b090deb54b|4|2308|Custo-benefício muito bom|2025-10-22 21:16:16
80054742|80054742|68efebe2157b738d4ea5549d|5|2308|Celular atende muito devido ao custo benefício, top demais!|2025-10-22 21:16:16
80054742|80054742|68efd8a3598da4b090c7bebf|5|2308|O celular é muito bom pelo custo benefício, compramos para uso de escritório, usaremos bem pouco, então não temos uma avaliação a longo prazo, mas veio tudo certinho|2025-10-22 21:16:16
80054742|80054742|68efb5916b34bf62a5ce08a5|4|2308|PRODUTO BOM, CUSTO X BENEFICIO. RETIRADO NA LOJA SEM PROBLEMAS.|2025-10-22 21:16:16
80054742|80054742|68ef9f6d6b34bf62a5c331e6|5|2308|Celular ótima qualidade Câmera muito boa Custo benefício bom Superou as expectativas.|2025-10-22 21:16:16
80054742|80054742|68ef8e2ad0ffd56ed6419f3b|5|2308|Excelente aparelho e principalmente um ótimo atendimento, recomendo a todos 😄|2025-10-22 21:16:16
80054742|80054742|68ef09c66b34bf62a5753721|5|2308|Excelente produto. Câmera com fotos nítidas e cores vibrantes.|2025-10-22 21:16:16
80054742|80054742|68eede69d0ffd56ed6e71fa1|5|2308|Excelente produto|2025-10-22 21:16:16
80054742|80054742|68eed43d6b34bf62a559161f|5|2308|Ótimo aparelho|2025-10-22 21:16:16
80054742|80054742|68eea922d0ffd56ed6c3eae1|5|2308|Gostei muito bom comprei p meu filho ele adorou|2025-10-22 21:16:16
80054742|80054742|68ee9ee16b34bf62a53417f8|5|2308|Excelente super recomendo|2025-10-22 21:16:16
80054742|80054742|68ee907c72619f9895bd8d80|5|2308|Sempre compro celulares Sansung. São fáceis de usar, a bateria dura bastante e têm ótimo custo-benefício. Recomendo o produto e a loja.|2025-10-22 21:16:16
80054742|80054742|68ee7011582e99e11361012d|5|2308|Ótimo supre bem minhas necessidades|2025-10-22 21:16:16
80054742|80054742|68ee409327ae04a3a6442882|4|2308|Muito bom.|2025-10-22 21:16:16
80054742|80054742|68ed4ae85c0b741cc0838835|5|2308|Um aparelho muito fácil de configurar, e com a entrega rápida, valeu muito apenas essa compra|2025-10-22 21:16:16
80054742|80054742|68ed3f205c0b741cc07cecad|5|2308|Para um aparelho de entrada cumpre o que promete.|2025-10-22 21:16:16
80054742|80054742|68ed3a7627ae04a3a6cf4892|1|2308|Ruim demais|2025-10-22 21:16:16
80054742|80054742|68ed1f275c0b741cc06ce230|5|2308|Parabéns produto bom 👌|2025-10-22 21:16:16
80054742|80054742|68ed117e5c0b741cc0665508|5|2308|Ele foi pra minha mãe e ela amou,um ótimo celular.|2025-10-22 21:16:16
80054742|80054742|68ed0bb55c0b741cc06360eb|5|2308|Produto de ótima qualidade e chegou antes da da data prevista|2025-10-22 21:16:16
80054742|80054742|68eb9e715c0b741cc08f53cf|5|2308|Bom pra uso básico diário recomendo|2025-10-22 21:16:16
80054742|80054742|68ea229627ae04a3a62e10a2|4|2308|Smartphone para tarefas básicas, não é para jogos . Para o dia a dia é muito bom.|2025-10-22 21:16:16
80054742|80054742|68e990c85c0b741cc096b629|5|2308|Produto de ótima marca e qualidade|2025-10-22 21:16:16
80054742|80054742|68e873cb5b37b39bd2139e24|5|2308|Muito bom topissimo|2025-10-22 21:16:16
80054742|80054742|68e84a03d4c54da55fc5aa62|5|2308|Muito bom o aparelho , show|2025-10-22 21:16:16
80054742|80054742|68e7cc59f44a87fa7d0346df|5|2308|Gostei muito do meu aparelho|2025-10-22 21:16:16
81697172|81697172|68ac9149bbb755975d28dffd|5|364|Ótimo custo benefício. Recebi no prazo e bem embalado. É um presente para o meu pai , ele gostou muito e ficou feliz. Obrigada.|2025-10-22 21:16:17
81697172|81697172|68ac9111bbb755975d280502|5|364|O celular é maravilhoso, a câmera muito boa e a minha mãe gostou bastante, foi um presente para ela.|2025-10-22 21:16:17
81697172|81697172|68ac912dbbb755975d281d21|5|364|Gostei do aparelho.|2025-10-22 21:16:17
81697172|81697172|68af45363bd5727cec55e374|5|364|EU ACHEI DE EXCELENTE QUALIDADE|2025-10-22 21:16:17
81697172|81697172|68ac9173bbb755975d2971c2|5|364|Comprei e consegui retirar no mesmo dia. Um celular bom e não muito caro Gostei muito da minha compra.|2025-10-22 21:16:17
81697172|81697172|68e7c694b88bc172c6463051|5|364|O celular é muito bom, recomendo!|2025-10-22 21:16:17
81697172|81697172|68d4557b658482ed3826f309|5|364|Dentre os mais baratos, recomendo este. Vai te atender praticamente em todos os afazeres com o celular, só não é indicado pra funções pesadas, que exigirão muito poder no processamento, nas demais funções vai de boa, sem travar!|2025-10-22 21:16:17
81697172|81697172|68af45353bd5727cec55e252|5|364|Otimo para pessoas comuns|2025-10-22 21:16:17
81697172|81697172|68af45353bd5727cec55e2b1|5|364|Excelente custo benefício|2025-10-22 21:16:17
81697172|81697172|68af45363bd5727cec55e3dc|5|364|O produto superou minhas expectativas. Ótimo custo benefício.|2025-10-22 21:16:17
81697172|81697172|68f8dbfb5e6dc41ebc8f0480|5|364|Celular e excelente!|2025-10-22 21:16:17
81697172|81697172|68f652a37dbe7286137a2f02|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68f27c9b7069c077292a2a87|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68eedcc36b34bf62a55e48a4|5|364|Excelente|2025-10-22 21:16:17
81697172|81697172|68eeb966d0ffd56ed6d1726c|5|364|Maravilhoso|2025-10-22 21:16:17
81697172|81697172|68ee77a1582e99e113673a65|5|364|Ótimo aparelho|2025-10-22 21:16:17
81697172|81697172|68edd3e65c0b741cc0c43854|5|364|Excelente aparelho|2025-10-22 21:16:17
81697172|81697172|68ebbdc127ae04a3a6fd74ad|5|364|Ótimo produto. Meu filho gostou muito|2025-10-22 21:16:17
81697172|81697172|68e87caf5b37b39bd217ede6|5|364|Celular e maravilhosa amei 🥰 as configurações o sistema a bateria top top perfeito .|2025-10-22 21:16:17
81697172|81697172|68e86d73d4c54da55fd46cf4|5|364|Top|2025-10-22 21:16:17
81697172|81697172|68e84c035b37b39bd203608b|4|364|Retirei na loja muito rápido, ainda não usei o celular, assim q usar venho aqui avaliar|2025-10-22 21:16:17
81697172|81697172|68e66a36f44a87fa7d356d47|5|364|Uma excelente compra que fiz.|2025-10-22 21:16:17
81697172|81697172|68e5bb10f44a87fa7de8fe46|5|364|P E R F E I T O !!!|2025-10-22 21:16:17
81697172|81697172|68e1ccf24e7a29e4e748c411|5|364|Eu recomendo o aparelho é muito bom a compra foi feita pelo site da loja dividi sem juros e estou adaptando pq tem muitas coisas pra aprender|2025-10-22 21:16:17
81697172|81697172|68e1c3a94e7a29e4e743dda0|4|364|É bom, está cumprindo com o que prometeu|2025-10-22 21:16:17
81697172|81697172|68e1483c7119b70f921a2655|5|364|Muito Bom|2025-10-22 21:16:17
81697172|81697172|68e069447119b70f92b437ca|5|364|Telefone bom , de fácil manuseio , atende as necessidades do dia dia|2025-10-22 21:16:17
81697172|81697172|68dff2f84e7a29e4e74edbf5|5|364|Um bom aparelho, supriu as minhas necessidades de batéria e pagamentos online. exelente...|2025-10-22 21:16:17
81697172|81697172|68df8a237119b70f92324d99|5|364|Bateria dura muito tempo, vem com funcionalidades importantes.|2025-10-22 21:16:17
81697172|81697172|68debd564e7a29e4e79030b6|4|364|Bom|2025-10-22 21:16:17
81697172|81697172|68dc69580200c8fd5ec6e01b|5|364|Perfeito, bom funcionamento e o custo beneficio é ótimo!|2025-10-22 21:16:17
81697172|81697172|68dc2f3f0200c8fd5ea3c029|5|364|Amei meu nosso celular|2025-10-22 21:16:17
81697172|81697172|68dc00960200c8fd5e869915|5|364|ótimo custo benefício e serve ao meu propósito|2025-10-22 21:16:17
81697172|81697172|68db398e500c7db0dc9e8b98|4|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68daa851500c7db0dc51661b|5|364|atende perfeitamente minhas necessidades facil de manusear, velocidade otima|2025-10-22 21:16:17
81697172|81697172|68da657b500c7db0dc188a1c|5|364|Aparelho muito bom e atendimento excelente recomendo|2025-10-22 21:16:17
81697172|81697172|68d90cef500c7db0dc3574c1|5|364|Bom|2025-10-22 21:16:17
81697172|81697172|68d5c2269a295bc40bb1cea2|5|364|Só não gostei porque ele não tem a opção de cartão de memória.|2025-10-22 21:16:17
81697172|81697172|68d59ea02d9fe700904b64e6|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68d301c6e24269c0e6a6c8fd|5|364|Era presente minha filha amou aparelho ,tudo 😍|2025-10-22 21:16:17
81697172|81697172|68d2f0270e775122cbd67c4c|5|364|Gostei bastante valeu apena|2025-10-22 21:16:17
81697172|81697172|68d2ea470e775122cbd307e0|5|364|Gostei muito ótimo produto|2025-10-22 21:16:17
81697172|81697172|68d2c5c50e775122cbc23851|5|364|Tela muito bonita, celular grande. Superou as expectativas|2025-10-22 21:16:17
81697172|81697172|68d1bab70e775122cb1e232b|5|364|Gostei muito do celular, super recomendo, celular rápido, carregando rápido, bateria dura 2 dias|2025-10-22 21:16:17
81697172|81697172|68d1b1f80e775122cb197307|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68cf17a226f9aab146219ed5|5|364|Perfeito|2025-10-22 21:16:17
81697172|81697172|68cea5ce4db6f29a41feedab|5|364|Muito muito bom|2025-10-22 21:16:17
81697172|81697172|68ccb7f64db6f29a41f394ea|5|364|Aparelho superou as expectativas,super indico|2025-10-22 21:16:17
81697172|81697172|68cb1ad5dfc618ec635b9792|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68cafc54b806db69535af487|5|364|Super rápido para a retirada do produto na loja, está em perfeitas condições|2025-10-22 21:16:17
81697172|81697172|68c94794b806db69532d6dd7|5|364|Excelente Produto, estou muito satisfeito.|2025-10-22 21:16:17
81697172|81697172|68c898ebb806db6953d82b50|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68c85b5cb806db6953b42706|5|364|Ótimo aparelho e excelente preço|2025-10-22 21:16:17
81697172|81697172|68c3640fbfda7d74783e7023|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68c34e8cf7c41cd4209838b6|5|364|Ótimo|2025-10-22 21:16:17
81697172|81697172|68c2dae05e30e4ba35f7fdea|5|364|Eu comprei e achei ele muito bom, recomendo pra quem quer um celular mais em conta, mais perfeito pro dia dia|2025-10-22 21:16:17
81697172|81697172|68c2397f5e30e4ba359f4f07|5|364|Excelente aparelho, comprei para minha filha e ela está adorando|2025-10-22 21:16:17
81697172|81697172|68c16e6cf313ab2b17e05ac2|5|364|Minha mãe adorou o celular!|2025-10-22 21:16:17
81697172|81697172|68c0c1165e30e4ba35e2628c|5|364|Maravilhoso|2025-10-22 21:16:17
81697172|81697172|68c05e4f544ecf3bed0900a5|5|364|Ótimo produto|2025-10-22 21:16:17
81697172|81697172|68bf87b16a59a35151ac3ea0|4|364|Tenho um a15 e comprei o a16 a diferença que notei é a duração da bateria A15 duração da bateria melhor|2025-10-22 21:16:17
81697172|81697172|68bf40719336b1ac7b3dcd72|5|364|Super recomendo|2025-10-22 21:16:17
81697172|81697172|68bf2f1c782fc2e90c5b1f4e|5|364|Apesar de ser um telefone de entrada ele tem boas câmeras e uma boa velocidade de resposta. Eu recomendo para o uso básico atende bem sem contar a bateria q dura o dia todo.|2025-10-22 21:16:17
81697172|81697172|68be03c5554b6a9e5234a6e9|5|364|Ótimo custo benefício por ter 6 anos garantidos de atualizações. Meu uso é empresarial. Tenho 6.|2025-10-22 21:16:17
81697172|81697172|68bdabe9554b6a9e521113b3|5|364|Smartphone muito bom,câmera muito boa.|2025-10-22 21:16:17
81697172|81697172|68bcf3f5554b6a9e52ca5404|5|364|Atendeu minhas expectativas.|2025-10-22 21:16:17
81697172|81697172|68bcbbb8554b6a9e52aab718|5|364|O aparelho está me atendendo muito bem e superou minhas expectativas|2025-10-22 21:16:17
81697172|81697172|68bc5c4253da1319860cff85|5|364|Amei meu celular A16 e muito lindo|2025-10-22 21:16:17
81697172|81697172|68bb1a2cfabe8d22ad1f7b39|4|364|👍🏽|2025-10-22 21:16:17
81697172|81697172|68b9d86afa7d4cc8cf43e003|5|364|Aparelho muito bom e de excelente qualidade.|2025-10-22 21:16:17
81697172|81697172|68b61bad467cd1175ebe1e5f|5|364|"Atende bem para quem quer celular simplea, mas bom. Nao é lento, comprei por nao ser 'burocrático "" pra usar..."|2025-10-22 21:16:17
81697172|81697172|68af45363bd5727cec55e31a|4|364|.|2025-10-22 21:16:17
81697172|81697172|68af45383bd5727cec55e551|5|364|Produto muito bom|2025-10-22 21:16:17
81697172|81697172|68af460e3bd5727cec55e814|4|364|Como todo samsung tem um ótimo acabamento e desing. Bom processador, câmeras e armazenamento.|2025-10-22 21:16:17
81697172|81697172|68af460f3bd5727cec55e997|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68af46113bd5727cec55eaf2|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68af46a93bd5727cec55ecc2|5|364|Para o meu objetivo ele está ótimo.|2025-10-22 21:16:17
81697172|81697172|68af46aa3bd5727cec55eda9|5|364|Aparelho com ótimo custo benefício para quem precisa pras funcionalidades básicas. Robusto, tela grande, bastante bateria|2025-10-22 21:16:17
81697172|81697172|68af46aa3bd5727cec55ee00|5|364|Excelente produto|2025-10-22 21:16:17
81697172|81697172|68af46aa3bd5727cec55ee0c|5|364|Excelente produto.|2025-10-22 21:16:17
81697172|81697172|68af46ab3bd5727cec55ee38|5|364|Muito bom o produto|2025-10-22 21:16:17
81697172|81697172|68af46aa3bd5727cec55ed83|4|364|Bom, qualidade de câmera perfeita.|2025-10-22 21:16:17
81697172|81697172|68af46ac3bd5727cec55efde|5|364|Bom produto|2025-10-22 21:16:17
81697172|81697172|68af46ac3bd5727cec55efe1|5|364|Entrega rápida, produto muito bom|2025-10-22 21:16:17
81697172|81697172|68af473e3bd5727cec55f234|5|364|Muito bom.|2025-10-22 21:16:17
81697172|81697172|68af47403bd5727cec55f3bd|5|364|conforme a descrição.|2025-10-22 21:16:17
81697172|81697172|68af47403bd5727cec55f42c|5|364|Muito bom esse eu recomendo|2025-10-22 21:16:17
81697172|81697172|68af47d23bd5727cec55f8af|5|364|Muito bonito, fácil de utilizar e prático o nfc é top.|2025-10-22 21:16:17
81697172|81697172|68af48643bd5727cec55fee5|5|364|Ótimo|2025-10-22 21:16:17
81697172|81697172|68af48643bd5727cec55fee8|5|364|Bom celular|2025-10-22 21:16:17
81697172|81697172|68af48653bd5727cec56005a|5|364|Atendeu finalidade|2025-10-22 21:16:17
81697172|81697172|68af48663bd5727cec5600b5|5|364|Excelente|2025-10-22 21:16:17
81697172|81697172|68af48663bd5727cec560140|5|364|Excelente|2025-10-22 21:16:17
81697172|81697172|68aca282bbb755975d837071|5|364|Produto muito bom|2025-10-22 21:16:17
81697172|81697172|68aca282bbb755975d83672e|5|364|Comprei para presentear meu filho, ele está gostando muito.|2025-10-22 21:16:17
81697172|81697172|68aca282bbb755975d836507|5|364|Muito bom|2025-10-22 21:16:17
81697172|81697172|68aca282bbb755975d835f89|5|364|Celular muito bom|2025-10-22 21:16:17
81697172|81697172|68ac9190bbb755975d29af2f|4|364|Bom, para mim tá suficiente, mas alguns pontos negativos só percebi ao utilizar. Não tem saída para fone de ouvido, me obrigando a ter sempre um fone sem fio carregado e disponível. O som é bom mas não é dos melhores. Apesar de ser novo não é muito rápido, tudo bem que reinstalei meu WhatsApp e arquivos como fotos e vídeos, mesmo assim achei que seria mais rápido do que realmente é, me fazendo pensar que talvez esses que avaliam os celulares devem ter alguma razão ao descreverem o A16 como não sendo dos melhores. Mas para meu uso simples está de muito bom tamanho, se for o seu caso pode investir nele sim.|2025-10-22 21:16:17
81697172|81697172|68ac9173bbb755975d29a28b|5|364|produto ótimo, me atendeu perfeitamente, custo beneficio mais que perfeito.|2025-10-22 21:16:17
81697172|81697172|68ac9173bbb755975d29a306|5|364|Produto excelente, correspondeu às expectativas.|2025-10-22 21:16:17
82725295|82725295|68cd904d4db6f29a4171a808|5|48|Produto maravilhoso a bateria duradoura imagens perfeitas!|2025-10-22 21:16:18
82725295|82725295|68b7a256fa7d4cc8cf5705ca|5|48|Esse celular é excelente. Foi presente para meu filho. Ele esta encantado com a facilidade de manusear ! É maravilhoso. Muito espaço para armazenar também. Indico., não irão se arrepender.|2025-10-22 21:16:18
82725295|82725295|68d84fcba895faddb54a57fb|5|48|Bom produto valei cada centavos|2025-10-22 21:16:18
82725295|82725295|68e400117119b70f9264acca|5|48|Atende as expectativas.|2025-10-22 21:16:18
82725295|82725295|68c71676b806db6953eaa193|5|48|Acho que ele esquenta muito. E a bateria não aguenta o dia todo, como era com o meu A12 por exemplo. Agora a Ai na câmera ferramenta incrível. Qualidade da tela, a pegada o desing muito bom. Levando em consideração o preço diria que é um bom celular recomendo a compra. Obs: CHEGOU 4 DIAS ANTES DA DATA PREVISTA. PARABÉNS.|2025-10-22 21:16:18
82725295|82725295|68f8d2845aab8a56b2e6e585|5|48|Excelente aparelho...|2025-10-22 21:16:18
82725295|82725295|68f7ba6e7dbe728613bb717a|3|48|Ele trava um pouco e demora para carregar|2025-10-22 21:16:18
82725295|82725295|68f6dea67dbe7286131056d8|5|48|Celular muito bonito e eficiente valeu cada centavo.|2025-10-22 21:16:18
82725295|82725295|68efdc82598da4b090cb3dcd|5|48|Muito bom|2025-10-22 21:16:18
82725295|82725295|68efd1d36b34bf62a5d9a72a|5|48|Excelente celular atendeu minha necessidade.|2025-10-22 21:16:18
